"_time","src_ip","dest_ip","dest_port","bytes_out",sourcetype,host
"2018-08-20T13:43:25.000+0300","192.168.8.103","192.168.9.15",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:24.000+0300","192.168.8.103","192.168.9.14",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:24.000+0300","192.168.8.103","192.168.9.14",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:23.000+0300","192.168.8.103","192.168.9.13",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:23.000+0300","192.168.8.103","192.168.9.13",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:22.000+0300","192.168.8.103","192.168.9.12",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:22.000+0300","192.168.8.103","192.168.9.12",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:21.000+0300","192.168.8.103","192.168.9.11",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:21.000+0300","192.168.8.103","192.168.9.11",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:20.000+0300","192.168.8.103","192.168.9.10",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:20.000+0300","192.168.8.103","192.168.9.10",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:19.000+0300","192.168.8.103","192.168.9.9",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:19.000+0300","192.168.8.103","192.168.9.9",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:18.000+0300","192.168.8.103","192.168.9.8",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:18.000+0300","192.168.8.103","192.168.9.8",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:17.000+0300","192.168.8.103","192.168.9.7",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:17.000+0300","192.168.8.103","192.168.9.7",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:16.000+0300","192.168.8.103","192.168.9.6",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:16.000+0300","192.168.8.103","192.168.9.6",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:15.000+0300","192.168.8.103","192.168.9.5",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:14.000+0300","192.168.8.103","192.168.9.5",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:13.000+0300","192.168.8.103","192.168.9.4",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:13.000+0300","192.168.8.103","192.168.9.4",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:12.000+0300","192.168.8.103","192.168.9.3",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:12.000+0300","192.168.8.103","192.168.9.3",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:12.000+0300","192.168.8.103","192.168.9.1",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:12.000+0300","192.168.8.103","192.168.9.1",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:12.000+0300","192.168.8.103","192.168.9.1",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:11.000+0300","192.168.8.103","192.168.9.1",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:11.000+0300","192.168.8.103","192.168.9.1",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:11.000+0300","192.168.8.103","192.168.9.2",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:11.000+0300","192.168.8.103","192.168.9.1",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:11.000+0300","192.168.8.103","192.168.9.2",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:11.000+0300","192.168.8.103","192.168.9.1",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:11.000+0300","192.168.8.103","192.168.9.1",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:11.000+0300","192.168.8.103","192.168.9.1",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:11.000+0300","192.168.8.103","192.168.9.1",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:10.000+0300","192.168.8.103","192.168.9.1",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:10.000+0300","192.168.8.103","192.168.9.1",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:10.000+0300","192.168.8.103","192.168.9.27",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:10.000+0300","192.168.8.103","192.168.9.27",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:09.000+0300","192.168.8.103","192.168.9.50",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:07.000+0300","192.168.8.103","192.168.9.24",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:07.000+0300","192.168.8.103","192.168.9.24",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:06.000+0300","192.168.8.103","192.168.9.50",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:06.000+0300","192.168.8.103","192.168.9.23",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:06.000+0300","192.168.8.103","192.168.9.23",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:05.000+0300","192.168.8.103","192.168.9.50",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:05.000+0300","192.168.8.103","192.168.9.50",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:05.000+0300","192.168.8.103","192.168.9.50",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:04.000+0300","192.168.8.103","192.168.9.50",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:04.000+0300","192.168.8.103","192.168.9.22",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:04.000+0300","192.168.8.103","192.168.9.22",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:04.000+0300","192.168.8.103","192.168.9.50",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:04.000+0300","192.168.8.103","192.168.9.50",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:03.000+0300","192.168.8.103","192.168.9.49",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:03.000+0300","192.168.8.103","192.168.9.49",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:03.000+0300","192.168.8.103","192.168.9.21",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:02.000+0300","192.168.8.103","192.168.9.21",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:02.000+0300","192.168.8.103","192.168.9.48",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:02.000+0300","192.168.8.103","192.168.9.48",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:01.000+0300","192.168.8.103","192.168.9.47",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:01.000+0300","192.168.8.103","192.168.9.47",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:01.000+0300","192.168.8.103","192.168.9.20",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:01.000+0300","192.168.8.103","192.168.9.20",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:00.000+0300","192.168.8.103","192.168.9.46",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:00.000+0300","192.168.8.103","192.168.9.46",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:00.000+0300","192.168.8.103","192.168.9.19",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:00.000+0300","192.168.8.103","192.168.9.19",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:59.000+0300","192.168.8.103","192.168.9.45",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:59.000+0300","192.168.8.103","192.168.9.45",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:59.000+0300","192.168.8.103","192.168.9.18",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:58.000+0300","192.168.8.103","192.168.9.18",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:58.000+0300","192.168.8.103","192.168.9.44",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:58.000+0300","192.168.8.103","192.168.9.44",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:57.000+0300","192.168.8.103","192.168.9.17",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:57.000+0300","192.168.8.103","192.168.9.17",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:57.000+0300","192.168.8.103","192.168.9.43",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:57.000+0300","192.168.8.103","192.168.9.43",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:56.000+0300","192.168.8.103","192.168.9.16",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:56.000+0300","192.168.8.103","192.168.9.16",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:56.000+0300","192.168.8.103","192.168.9.42",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:56.000+0300","192.168.8.103","192.168.9.42",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:55.000+0300","192.168.8.103","192.168.9.15",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:55.000+0300","192.168.8.103","192.168.9.15",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:55.000+0300","192.168.8.103","192.168.9.41",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:55.000+0300","192.168.8.103","192.168.9.41",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:54.000+0300","192.168.8.103","192.168.9.14",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:54.000+0300","192.168.8.103","192.168.9.14",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:54.000+0300","192.168.8.103","192.168.9.40",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:53.000+0300","192.168.8.103","192.168.9.40",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:53.000+0300","192.168.8.103","192.168.9.13",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:53.000+0300","192.168.8.103","192.168.9.13",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:53.000+0300","192.168.8.103","192.168.9.39",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:52.000+0300","192.168.8.103","192.168.9.39",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:52.000+0300","192.168.8.103","192.168.9.12",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:52.000+0300","192.168.8.103","192.168.9.12",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:51.000+0300","192.168.8.103","192.168.9.38",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:51.000+0300","192.168.8.103","192.168.9.38",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:51.000+0300","192.168.8.103","192.168.9.11",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:51.000+0300","192.168.8.103","192.168.9.11",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:50.000+0300","192.168.8.103","192.168.9.37",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:50.000+0300","192.168.8.103","192.168.9.37",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:50.000+0300","192.168.8.103","192.168.9.10",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:50.000+0300","192.168.8.103","192.168.9.10",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:50.000+0300","192.168.8.103","192.168.9.31",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:49.000+0300","192.168.8.103","192.168.9.36",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:49.000+0300","192.168.8.103","192.168.9.36",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:49.000+0300","192.168.8.103","192.168.9.31",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:49.000+0300","192.168.8.103","192.168.9.9",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:49.000+0300","192.168.8.103","192.168.9.9",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:48.000+0300","192.168.8.103","192.168.9.35",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:48.000+0300","192.168.8.103","192.168.9.35",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:48.000+0300","192.168.8.103","192.168.9.8",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:48.000+0300","192.168.8.103","192.168.9.8",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:47.000+0300","192.168.8.103","192.168.9.34",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:47.000+0300","192.168.8.103","192.168.9.34",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:47.000+0300","192.168.8.103","192.168.9.7",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:47.000+0300","192.168.8.103","192.168.9.7",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:46.000+0300","192.168.8.103","192.168.9.33",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:46.000+0300","192.168.8.103","192.168.9.33",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:46.000+0300","192.168.8.103","192.168.9.6",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:46.000+0300","192.168.8.103","192.168.9.6",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:45.000+0300","192.168.8.103","192.168.9.32",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:45.000+0300","192.168.8.103","192.168.9.32",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:45.000+0300","192.168.8.103","192.168.9.30",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:45.000+0300","192.168.8.103","192.168.9.30",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:44.957+0300","192.168.8.103","192.168.9.30",445,54,"stream:tcp",hoth
"2018-08-20T13:43:44.846+0300","192.168.8.103","192.168.9.30",139,54,"stream:tcp",hoth
"2018-08-20T13:43:44.367+0300","192.168.8.103","192.168.9.30",445,54,"stream:tcp",hoth
"2018-08-20T13:43:44.246+0300","192.168.8.103","192.168.9.30",139,54,"stream:tcp",hoth
"2018-08-20T13:43:45.000+0300","192.168.8.103","192.168.9.5",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:44.000+0300","192.168.8.103","192.168.9.5",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:44.000+0300","192.168.8.103","192.168.9.30",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:44.000+0300","192.168.8.103","192.168.9.30",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:44.000+0300","192.168.8.103","192.168.9.30",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:44.000+0300","192.168.8.103","192.168.9.31",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:44.000+0300","192.168.8.103","192.168.9.30",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:44.000+0300","192.168.8.103","192.168.9.31",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:44.000+0300","192.168.8.103","192.168.9.30",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:43.775+0300","192.168.8.103","192.168.9.30",445,54,"stream:tcp",hoth
"2018-08-20T13:43:43.654+0300","192.168.8.103","192.168.9.30",139,54,"stream:tcp",hoth
"2018-08-20T13:43:44.000+0300","192.168.8.103","192.168.9.30",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:44.000+0300","192.168.8.103","192.168.9.30",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:44.000+0300","192.168.8.103","192.168.9.4",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:43.000+0300","192.168.8.103","192.168.9.30",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:43.000+0300","192.168.8.103","192.168.9.4",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:43.000+0300","192.168.8.103","192.168.9.30",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:43.000+0300","192.168.8.103","192.168.9.30",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:42.000+0300","192.168.8.103","192.168.9.3",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:42.000+0300","192.168.8.103","192.168.9.3",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:42.000+0300","192.168.8.103","192.168.9.29",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:42.000+0300","192.168.8.103","192.168.9.29",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:41.000+0300","192.168.8.103","192.168.9.2",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:41.000+0300","192.168.8.103","192.168.9.2",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:41.000+0300","192.168.8.103","192.168.9.28",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:41.000+0300","192.168.8.103","192.168.9.28",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:41.000+0300","192.168.8.103","192.168.9.26",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:43:41.000+0300","192.168.8.103","192.168.9.26",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:33.000+0300","192.168.8.103","192.168.9.49",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:33.000+0300","192.168.8.103","192.168.9.49",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:32.000+0300","192.168.8.103","192.168.9.48",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:32.000+0300","192.168.8.103","192.168.9.48",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:31.000+0300","192.168.8.103","192.168.9.47",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:31.000+0300","192.168.8.103","192.168.9.47",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:30.000+0300","192.168.8.103","192.168.9.46",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:30.000+0300","192.168.8.103","192.168.9.46",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:29.000+0300","192.168.8.103","192.168.9.45",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:29.000+0300","192.168.8.103","192.168.9.45",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:28.000+0300","192.168.8.103","192.168.9.44",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:28.000+0300","192.168.8.103","192.168.9.44",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:27.000+0300","192.168.8.103","192.168.9.43",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:27.000+0300","192.168.8.103","192.168.9.43",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:26.000+0300","192.168.8.103","192.168.9.42",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:26.000+0300","192.168.8.103","192.168.9.42",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:25.000+0300","192.168.8.103","192.168.9.41",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:25.000+0300","192.168.8.103","192.168.9.41",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:24.000+0300","192.168.8.103","192.168.9.40",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:24.000+0300","192.168.8.103","192.168.9.40",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:23.000+0300","192.168.8.103","192.168.9.39",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:22.000+0300","192.168.8.103","192.168.9.39",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:22.000+0300","192.168.8.103","192.168.9.38",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:21.000+0300","192.168.8.103","192.168.9.38",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:20.000+0300","192.168.8.103","192.168.9.37",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:20.000+0300","192.168.8.103","192.168.9.37",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:19.000+0300","192.168.8.103","192.168.9.36",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:19.000+0300","192.168.8.103","192.168.9.36",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:18.000+0300","192.168.8.103","192.168.9.35",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:18.000+0300","192.168.8.103","192.168.9.35",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:17.000+0300","192.168.8.103","192.168.9.34",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:17.000+0300","192.168.8.103","192.168.9.34",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:16.000+0300","192.168.8.103","192.168.9.33",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:16.000+0300","192.168.8.103","192.168.9.33",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:15.000+0300","192.168.8.103","192.168.9.32",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:15.000+0300","192.168.8.103","192.168.9.32",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:12.000+0300","192.168.8.103","192.168.9.29",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:12.000+0300","192.168.8.103","192.168.9.29",139,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:11.000+0300","192.168.8.103","192.168.9.28",445,,"cisco:asa","FROTHLY-FW1"
"2018-08-20T13:44:11.000+0300","192.168.8.103","192.168.9.28",139,,"cisco:asa","FROTHLY-FW1"
